"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
37.67,17.89,134,2,64.05,45.4,"Gamma","core","alta","success"
10.86,13.71,157,5,60.63,0.28,"Beta","core","alta","success"
23.16,10.52,158,0,70.67,12.69,"Alpha","ui","alta","success"
13.51,6.49,159,0,42.15,10.39,"Beta","database","media","failed"
9.85,8.25,148,1,59.43,24.36,"Alpha","ui","critica","success"
42.85,3.49,136,0,70.78,28.71,"Delta","core","media","success"
15.5,7.91,148,2,86.66,10.2,"Delta","api","baja","success"
22.31,5.77,147,2,75.65,1.58,"Beta","core","baja","success"
2.72,18.93,131,1,94.62,4.94,"Gamma","core","baja","success"
25.31,5.42,146,1,47.93,6.16,"Beta","database","critica","success"
29.52,14.85,157,3,54.03,31.66,"Beta","database","media","failed"
27.44,1.82,178,1,69.57,0.63,"Delta","core","alta","success"
15.5,7.73,147,2,85.75,5.24,"Beta","database","baja","failed"
40.26,4.74,169,1,40.58,4.38,"Beta","core","media","success"
28.74,17.64,141,0,68.02,1.2,"Gamma","auth","baja","success"
14.68,8.75,140,0,81.45,34.56,"Gamma","ui","baja","success"
18.39,6.76,139,0,46.5,24.82,"Delta","core","critica","success"
8.48,8.55,144,3,89.22,22.55,"Gamma","api","baja","success"
39.02,3.55,150,0,44.02,14.72,"Beta","ui","media","success"
42.96,12.77,162,2,58.98,22.76,"Alpha","api","media","rolled_back"
26.02,15.5,149,2,49.47,19.21,"Gamma","database","alta","success"
15.84,18.09,150,2,53.04,31.41,"Beta","core","media","success"
44.85,12.4,155,0,50.79,7.7,"Beta","auth","baja","success"
11.71,12.8,169,0,84.08,9.88,"Delta","ui","baja","success"
28.15,13.41,140,0,97.79,18.79,"Beta","database","critica","success"
6.21,18.63,148,1,90.85,16.42,"Gamma","database","media","success"
22.69,19.85,150,1,52.27,75.72,"Beta","ui","media","success"
5.83,5.54,136,0,51.93,3.4,"Alpha","api","baja","success"
8.51,6.17,148,0,55.62,8.36,"Beta","core","critica","success"
13.81,18.28,158,2,84.33,87.83,"Delta","api","media","failed"
26.9,7.78,147,0,96.6,28.6,"Alpha","api","alta","success"
33.33,14.61,159,0,85.12,89.79,"Gamma","database","alta","rolled_back"
8.7,16.88,139,3,48.26,2.39,"Delta","ui","critica","success"
39.19,2.78,140,0,71.11,45.57,"Delta","database","baja","failed"
32.32,16.97,161,0,75.14,84.83,"Delta","auth","media","success"
34.58,13.3,145,1,52.16,3.72,"Beta","core","baja","success"
7.9,0.68,160,0,43.01,6.13,"Beta","api","baja","failed"
17.08,2.6,149,3,40.77,27.26,"Delta","auth","alta","success"
30.79,8.83,174,3,44.16,32.3,"Alpha","core","baja","success"
24.29,16.65,125,2,92.78,5.28,"Beta","api","media","success"
16.72,7.04,162,3,42.74,7.69,"Gamma","ui","baja","success"
11.96,6.25,156,1,48.89,14.06,"Delta","database","critica","success"
4.03,18.18,143,3,73.31,69.52,"Delta","api","baja","success"
11.79,8.43,152,0,94.14,15.69,"Gamma","ui","critica","success"
40.22,11.57,147,1,60.91,64.12,"Delta","ui","critica","success"
36.81,5.34,145,2,81.9,18.04,"Gamma","database","media","success"
34.02,3.12,154,3,72.73,13.14,"Beta","database","baja","success"
8.24,4.34,136,0,64.47,69.46,"Gamma","auth","baja","success"
6.93,10.84,153,1,73.6,27.43,"Delta","core","baja","success"
43.9,19.13,140,2,58.58,64.18,"Beta","api","baja","success"
20.47,8.69,145,1,84.76,4.65,"Alpha","auth","alta","rolled_back"
21.68,16.87,163,1,77.85,32.84,"Alpha","core","baja","success"
8.69,2.05,130,0,58.39,35.54,"Beta","core","media","success"
26.94,15.13,148,1,55.37,3.93,"Beta","database","media","success"
13.28,5.69,161,2,98.95,35.02,"Delta","database","media","success"
11.51,10.82,144,4,56.75,5.32,"Delta","auth","baja","success"
31.57,1.38,139,0,95.79,16.47,"Alpha","ui","critica","failed"
13.8,15.5,170,3,47.78,40.01,"Beta","database","baja","success"
36.75,18.26,140,0,57.25,97.96,"Alpha","api","alta","success"
5.59,15.05,141,0,45.91,2.31,"Gamma","auth","media","success"
37.26,2.4,155,0,56.7,0.08,"Alpha","ui","media","success"
20.09,18.94,141,2,93.01,23.47,"Gamma","database","media","success"
34.38,3.98,163,3,56.12,23.07,"Delta","auth","media","success"
30.31,16.15,155,4,70.56,0.82,"Delta","ui","media","success"
20.84,13.59,145,0,99.7,0.36,"Delta","api","media","success"
28.78,8.66,151,2,54,44.44,"Alpha","database","baja","success"
1.52,15.19,152,2,41.64,9.29,"Delta","auth","baja","success"
10.95,8.59,150,1,66.97,57.23,"Delta","ui","baja","success"
32.16,12.08,159,2,78.03,1.43,"Gamma","database","baja","success"
10.86,6.74,178,1,78.78,22.8,"Delta","auth","baja","success"
36.91,13.11,154,3,46.06,23.69,"Delta","auth","media","success"
14.89,7.48,171,1,72.97,3.58,"Delta","auth","baja","success"
31.42,17.5,162,4,48.91,12.63,"Delta","api","media","success"
42.07,8.43,147,0,69.27,12.59,"Alpha","auth","media","success"
6.54,9.39,153,0,87.54,27.91,"Gamma","api","baja","success"
7.06,17.84,153,0,84.34,42.34,"Alpha","auth","baja","success"
31,13.22,155,2,90.24,15.94,"Beta","core","baja","success"
20.16,0.69,164,0,54.28,3.19,"Gamma","core","media","success"
37.8,13.28,138,0,61.92,21.72,"Gamma","api","media","success"
43.76,5.21,144,1,68,29.57,"Beta","ui","media","success"
4.57,19.33,129,1,77.04,12.97,"Gamma","database","baja","failed"
21.5,9.22,154,1,78.28,5.51,"Beta","database","baja","success"
32.02,13.54,125,2,61.74,19.07,"Delta","auth","media","success"
5.28,2.44,157,0,70.08,29.41,"Alpha","api","media","success"
44.69,4.53,147,0,50.88,21.12,"Delta","ui","baja","failed"
12.51,18.97,155,1,77.27,25.67,"Gamma","auth","baja","success"
3.65,11.58,155,1,76.63,2.78,"Gamma","api","baja","success"
31.36,8.45,154,1,74.48,57.06,"Alpha","api","baja","failed"
35.73,11.81,166,3,49.01,25.79,"Alpha","database","baja","failed"
16.88,3.07,142,0,86.36,17.02,"Delta","core","media","success"
17.44,10.21,121,1,76.46,21.35,"Alpha","auth","media","success"
13.99,4.13,144,0,87.73,2.63,"Beta","database","media","success"
4.98,5.19,145,0,82.28,35.64,"Beta","ui","media","failed"
17.4,16.27,156,1,88.45,6.62,"Beta","auth","baja","success"
9.24,13.73,147,2,81.5,16.16,"Alpha","core","media","failed"
24.82,19.4,163,0,79.04,4.99,"Delta","api","baja","failed"
23.42,3.2,143,0,98.19,6.16,"Delta","core","critica","success"
42.61,9.29,157,2,88.72,40.73,"Gamma","database","alta","failed"
16.35,10.05,133,1,57.54,34.77,"Alpha","auth","baja","success"
21.72,11.08,156,1,47.72,19.06,"Alpha","database","media","failed"
5.09,9.4,167,2,74.95,32.94,"Delta","api","critica","rolled_back"
38.91,3.84,134,1,60.49,13.4,"Delta","ui","baja","success"
18.71,14.44,155,0,55.55,50.31,"Gamma","ui","baja","success"
33.51,18.17,139,2,41.74,5.4,"Beta","core","baja","rolled_back"
8.97,6.16,164,3,79.8,30.07,"Alpha","database","media","failed"
21.28,15.42,156,1,54.69,21.43,"Alpha","database","alta","success"
35,18.63,166,2,70.93,12.29,"Gamma","api","baja","success"
4.23,0.69,141,2,57.33,13.01,"Delta","auth","critica","success"
36.96,10.26,149,1,62.33,4.28,"Beta","auth","baja","success"
14.6,5.56,121,0,50.83,59.92,"Beta","auth","media","success"
17.36,9.51,154,2,98.38,52.37,"Gamma","database","alta","success"
15.08,8.45,152,0,99.69,68.09,"Beta","ui","baja","success"
3.13,16.79,157,3,46.01,44.71,"Gamma","core","baja","success"
24.07,3.11,168,1,40.72,3.03,"Alpha","auth","baja","success"
31.04,17.46,150,0,51.87,27.66,"Delta","core","baja","success"
40.79,8.15,164,2,88.59,41.65,"Delta","auth","critica","success"
2.61,12.59,121,2,48.85,18.93,"Delta","database","media","success"
44.52,3.01,155,2,51.16,23.63,"Beta","core","media","success"
14.68,17.69,163,0,98.93,0.17,"Gamma","core","baja","success"
42.35,12.99,140,1,51.92,1.57,"Gamma","core","alta","success"
31.41,10.48,144,1,76.74,3.89,"Gamma","ui","baja","success"
20.95,12.81,168,0,92.5,4.42,"Gamma","database","baja","success"
37.02,19.31,156,3,87.13,6.54,"Gamma","api","media","success"
3.22,15.93,154,0,79.84,21.86,"Delta","database","media","success"
33.65,19.01,154,2,89.05,53.63,"Beta","auth","baja","rolled_back"
16.67,13.4,136,2,77.64,3.91,"Beta","core","baja","success"
37.57,9.39,167,3,63.6,18.84,"Beta","api","baja","failed"
24.8,18.92,148,0,84.36,11.71,"Gamma","core","baja","success"
13.44,13.55,164,2,59.21,68.47,"Delta","ui","alta","success"
36.34,7.32,134,2,73.71,2.02,"Beta","api","baja","success"
5.49,7.26,126,2,80.16,30.06,"Alpha","api","media","success"
37.7,0.81,173,1,50.17,77.19,"Gamma","core","baja","success"
13.54,9.3,166,0,93.96,32.46,"Alpha","database","baja","success"
34.26,10.45,156,0,99.84,2.11,"Alpha","core","baja","success"
43.44,1.67,143,0,40.37,55.19,"Alpha","core","baja","success"
5.04,14.97,134,2,49.52,8.03,"Delta","database","media","success"
38.66,3.49,132,1,93.43,60.58,"Gamma","ui","media","rolled_back"
36.4,7.21,142,2,95.04,4.47,"Delta","ui","media","success"
18.26,7.92,147,0,59.06,14.09,"Delta","core","alta","success"
15.75,18.43,156,1,87.28,12.66,"Beta","auth","media","success"
10.41,12.92,155,1,57.35,85,"Gamma","api","baja","success"
26.27,17.33,131,1,43.44,17.7,"Delta","api","baja","rolled_back"
40.13,8.55,155,0,81,3.82,"Beta","ui","baja","success"
24.54,14.24,147,1,60.26,0.82,"Alpha","ui","baja","success"
27.03,4.35,163,2,85.31,29.59,"Gamma","database","alta","success"
30.46,10.79,155,6,42.82,5.69,"Beta","core","baja","rolled_back"
24.55,18.05,157,1,93.87,11.09,"Delta","database","alta","success"
23.68,6.17,139,2,83.04,17.02,"Delta","core","alta","success"
2.2,6.46,152,2,82.9,26.11,"Delta","database","alta","success"
3.58,8.88,168,2,94.42,5.07,"Delta","ui","critica","success"
41.93,17.79,149,0,93.71,32.11,"Beta","api","baja","success"
34.96,13.77,137,0,72.02,79.25,"Beta","api","alta","rolled_back"
10.25,9.04,149,1,76.45,1.81,"Beta","auth","media","failed"
29.79,16.75,159,1,41.86,0.22,"Alpha","core","media","success"
29.94,5.22,155,0,83.45,52.19,"Alpha","auth","baja","failed"
18.69,7.98,174,1,82.25,15.22,"Delta","ui","media","success"
36.84,2.85,160,2,79.9,2.53,"Alpha","core","critica","success"
25.3,5.05,149,2,61.46,23.91,"Beta","ui","media","success"
40,13.91,120,0,51.12,21.99,"Delta","ui","media","success"
25.57,19.87,146,1,44.93,58.79,"Gamma","database","media","success"
40.91,16.73,146,2,56.88,5.91,"Gamma","ui","alta","success"
27.05,14.11,155,2,89.41,17.5,"Beta","core","media","failed"
19.92,10.73,142,5,73.96,3.18,"Gamma","ui","media","success"
42.81,4.07,137,0,56.86,15.48,"Delta","auth","media","failed"
32.34,19.65,137,1,47.23,37.79,"Gamma","core","critica","success"
19.48,16.57,164,1,84.86,5.81,"Gamma","core","baja","success"
2.3,19.38,161,2,81.84,8.98,"Delta","auth","baja","success"
26.15,10.73,158,2,74.92,35.9,"Beta","database","critica","success"
22.82,15.01,141,3,82.7,11.84,"Beta","ui","baja","rolled_back"
39.72,16.02,158,0,80.69,7.87,"Alpha","auth","critica","success"
36.86,10.28,143,2,76.41,20.73,"Alpha","core","baja","rolled_back"
38.65,10.65,163,2,82.43,32.29,"Delta","api","alta","success"
17.5,14.24,147,3,83.91,4.26,"Delta","ui","media","success"
39.52,9.8,162,0,62.91,17.96,"Gamma","api","critica","success"
8.08,6.23,135,0,83.41,9.61,"Alpha","ui","baja","success"
13.76,10.95,156,4,55,5.45,"Beta","core","baja","success"
30.5,11.99,145,0,47.38,52.59,"Beta","api","alta","success"
44.02,13.37,143,3,53.15,17.97,"Alpha","ui","critica","success"
26.85,19.15,158,2,70.12,44.83,"Alpha","ui","baja","failed"
24.41,5.78,152,0,44.3,1.28,"Alpha","auth","alta","success"
4.14,5.66,137,1,85.79,1.03,"Beta","auth","media","success"
43.65,5.49,139,2,48.46,4.08,"Gamma","api","baja","success"
6.73,8.98,136,1,62.62,87.55,"Alpha","database","baja","success"
5.34,8.82,159,1,93.27,4.22,"Beta","auth","baja","success"
39.81,8.13,157,1,85.31,54.84,"Alpha","core","media","success"
23.61,11.58,160,4,44.61,53.71,"Beta","ui","baja","success"
16.18,7.77,168,0,78.54,22.62,"Beta","ui","baja","success"
40.4,7.82,162,1,79.76,17.44,"Gamma","database","media","success"
2.89,6.48,167,0,43.42,14.82,"Gamma","database","media","failed"
11.82,12.68,145,1,53.3,92.88,"Delta","core","media","success"
31.36,3.71,148,2,78.33,3.07,"Alpha","database","critica","success"
11.32,3.14,145,3,64.27,0.39,"Gamma","auth","baja","success"
15.35,2.1,170,2,86.09,31.45,"Delta","ui","baja","success"
9.07,1.99,175,3,78.27,2.36,"Beta","ui","critica","success"
36.36,13.96,153,1,94.08,21.46,"Gamma","core","baja","success"
7.86,19.43,159,1,47.28,3.32,"Gamma","database","baja","success"
37.29,15.95,136,3,53.07,2.91,"Beta","api","alta","success"
15.9,13.27,157,2,67.82,4.33,"Alpha","core","alta","success"
17.78,13.96,134,2,68.94,4.32,"Alpha","api","media","success"
28.89,7.24,148,2,99.11,0.51,"Beta","database","media","failed"
5.7,13.06,140,1,45.81,0.75,"Delta","core","baja","success"
2.46,8.1,131,2,98.04,2.19,"Gamma","database","alta","success"
44.7,2.92,162,0,80.9,16.23,"Alpha","auth","media","success"
26.9,15.78,148,1,41.2,7.69,"Gamma","api","critica","success"
35.51,17.43,170,2,76.72,24.62,"Beta","core","alta","success"
40.3,8.63,150,0,50,22.98,"Alpha","auth","media","success"
34.34,13.16,161,3,58.12,26.74,"Delta","api","baja","success"
44.1,11.74,141,1,65.84,23.85,"Alpha","core","baja","success"
3.42,17.93,159,1,49.7,7.45,"Alpha","core","alta","success"
40.8,8.21,149,2,48.45,4.57,"Alpha","auth","baja","failed"
39.15,8.23,159,1,62.04,5.88,"Delta","database","alta","success"
35.23,6.51,159,1,44.88,10.76,"Beta","auth","critica","success"
17.89,2.39,157,1,78.96,2.05,"Beta","api","baja","success"
3.33,14.67,139,1,81,9.03,"Gamma","core","alta","success"
17.35,17.85,159,1,40.37,51.7,"Delta","auth","baja","success"
13.41,11.35,175,1,64.52,7.61,"Delta","auth","baja","success"
38.5,3.07,153,0,89.99,37.08,"Beta","database","alta","success"
17.26,18.12,129,1,72.87,3.39,"Alpha","core","baja","failed"
14.74,8.23,153,0,77.11,15.85,"Beta","core","baja","success"
34.52,3.04,159,2,62.24,1.92,"Delta","core","baja","success"
38.25,18.04,161,3,65.96,49.61,"Delta","core","media","success"
21.42,9.2,133,4,84.61,10.66,"Beta","core","baja","success"
33.24,8.95,129,1,71.92,89.63,"Alpha","api","baja","success"
6.03,8.64,192,3,86.49,51.52,"Delta","core","baja","success"
11.07,6.63,134,1,99.71,4.48,"Gamma","core","media","failed"
43,3.25,160,1,44.3,27.47,"Gamma","ui","baja","success"
34.21,15.91,164,2,58.49,5.58,"Beta","core","media","success"
37.12,16.9,162,1,76.68,1.29,"Beta","ui","critica","success"
19.67,4.26,147,3,41.93,6.32,"Delta","core","baja","success"
27.33,9.42,145,1,59.9,2.61,"Beta","ui","media","success"
36.25,5.43,123,0,45.13,10.9,"Alpha","core","baja","success"
40.15,2.12,168,0,69.97,57.44,"Delta","ui","baja","failed"
18.26,15.5,151,1,70.05,26.62,"Delta","auth","media","success"
5.43,5.9,129,2,61.19,36.28,"Gamma","api","alta","success"
28.72,10.35,165,0,71.65,8.26,"Delta","auth","baja","success"
33.94,3.12,155,1,88.7,6.08,"Delta","auth","baja","success"
5.21,9.81,142,1,50.19,25.41,"Beta","ui","media","success"
14.57,17.09,141,2,67.45,14.04,"Gamma","auth","alta","success"
28.23,0.77,146,3,83.04,14.35,"Delta","api","media","success"
34.25,19.89,147,0,81.97,47.2,"Alpha","auth","media","success"
41.39,15.89,158,3,57.37,32.73,"Delta","database","media","success"
22.2,5.38,162,1,68.98,55.81,"Alpha","api","critica","rolled_back"
26.17,14.94,156,1,68.67,46.3,"Beta","database","media","success"
33.54,9.53,171,2,99.21,2.86,"Gamma","ui","media","success"
38.8,1.19,157,1,84.41,59.19,"Delta","auth","baja","failed"
41.05,12.4,153,0,46.26,24.2,"Beta","database","media","success"
3.95,8.31,160,0,75.46,37.3,"Gamma","api","baja","success"
23.38,19.93,148,0,63.01,10.02,"Gamma","auth","critica","success"
16.75,9.13,158,0,55.62,12.57,"Alpha","auth","media","success"
38.28,0.69,174,2,96.68,48.41,"Beta","api","baja","failed"
36.58,1,147,0,55.95,67.69,"Alpha","core","baja","rolled_back"
6.6,6.42,162,0,54.29,20.25,"Alpha","auth","baja","success"
32.5,2.92,145,1,97.13,2.44,"Delta","api","baja","success"
11.73,2.73,163,0,48.08,18.88,"Beta","api","baja","success"
4.76,9.31,155,0,57.56,4.75,"Delta","ui","alta","success"
42.2,8.49,146,0,75.81,35.79,"Delta","api","baja","success"
8.34,5.79,156,2,98.23,16.3,"Delta","ui","alta","rolled_back"
29.65,8.13,149,0,69.77,29.49,"Delta","api","media","success"
9.05,11.35,143,2,71.63,8.72,"Gamma","api","critica","success"
2.37,5.04,148,1,87.43,6.29,"Alpha","core","baja","success"
24.18,1.42,151,0,78.73,58.3,"Alpha","core","media","success"
5.25,19.35,172,2,55.86,7.43,"Alpha","api","critica","success"
13.81,3.62,124,1,87.91,11.81,"Delta","api","media","success"
19.79,12.23,166,2,65.64,10.91,"Delta","api","media","success"
27.05,18.8,126,2,71.32,9.04,"Gamma","ui","media","success"
36.59,19.84,144,4,45.04,20.88,"Alpha","api","media","failed"
10.29,12.03,145,0,62.29,12.01,"Gamma","ui","media","success"
21.48,16,142,0,59.57,42.02,"Beta","database","critica","success"
20.99,2.21,150,0,93.03,20.02,"Alpha","ui","baja","rolled_back"
33.42,2.51,137,3,89.01,4.47,"Alpha","api","media","success"
32.59,3.04,149,2,45.95,35.91,"Beta","api","baja","success"
37.66,4.9,156,1,95.53,31.21,"Beta","auth","baja","success"
40.07,7.04,149,3,97.39,3.66,"Delta","api","alta","success"
42.94,12.35,165,3,89.75,60.4,"Alpha","api","baja","success"
25.45,4.33,134,4,93.77,5.15,"Delta","auth","baja","failed"
24.22,5.99,147,0,41.08,19.36,"Beta","core","alta","success"
8.93,2.08,156,2,92.58,1.23,"Alpha","auth","baja","success"
22.35,12.95,148,0,94.23,1.65,"Alpha","ui","critica","success"
12.54,17.22,143,0,92.3,2.78,"Alpha","auth","baja","success"
3.23,15.48,167,3,97.77,37.11,"Alpha","database","baja","success"
29.11,12.28,162,0,99.94,2.37,"Alpha","database","baja","success"
24.97,13.43,167,1,82.31,2.07,"Beta","database","media","success"
7.59,15.06,159,1,54.26,3.43,"Beta","core","baja","success"
13.84,9.21,123,2,68.29,40.34,"Gamma","database","media","success"
26.86,4.54,135,2,96.87,0.5,"Delta","core","media","success"
8.68,5.57,134,0,49.88,2.87,"Beta","api","alta","success"
5.69,8.96,117,1,74.13,25.4,"Gamma","api","media","success"
20.14,2.42,154,0,56.51,18.88,"Alpha","database","baja","success"
16.98,1.15,135,1,51.6,17.53,"Delta","auth","media","success"
38.25,12.85,117,1,86.08,53.64,"Alpha","database","baja","failed"
12.82,10.99,161,0,57.21,14.44,"Alpha","auth","alta","success"
2.51,16.53,167,1,51.14,41.43,"Gamma","auth","baja","rolled_back"
39.01,13.4,140,2,42.95,40.89,"Beta","auth","media","success"
16.05,9.63,131,2,88.18,44.65,"Delta","ui","media","success"
28.98,17.24,154,2,91.56,33.36,"Beta","database","media","failed"
25.27,15.6,149,1,75.17,15.09,"Gamma","core","baja","success"
17.88,7.96,178,2,93.66,72.4,"Gamma","ui","media","rolled_back"
9.59,19.75,146,2,62.23,22.51,"Beta","api","media","success"
20.16,4.67,138,0,92.28,5.97,"Gamma","ui","baja","success"
28.94,19.48,152,0,81.93,2.4,"Alpha","auth","baja","rolled_back"
24.16,9.29,140,2,98.53,5.65,"Alpha","database","baja","success"
30.19,6.55,148,0,53.24,0.29,"Delta","database","media","success"
33.23,17.25,152,0,67.27,35.43,"Alpha","database","media","failed"
22.68,14.3,162,1,48.15,113.89,"Delta","api","media","failed"
18.22,11.36,151,2,88.1,89.4,"Delta","ui","baja","failed"
1.8,5.2,134,2,82.19,19.83,"Alpha","ui","critica","success"
1.66,10.73,160,3,70.51,19.91,"Delta","core","alta","failed"
44.78,15.22,149,1,68.02,9.22,"Alpha","core","media","success"
6.19,10.25,151,0,62.07,70.01,"Beta","api","baja","failed"
19.71,9.8,140,0,70.76,24.27,"Gamma","auth","alta","success"
32.73,10.32,139,2,58.93,6.09,"Delta","core","baja","rolled_back"
33.8,12.38,138,0,62.54,34.41,"Delta","auth","media","success"
39.43,10.12,143,1,46.65,13.52,"Delta","database","critica","success"
27.94,4.31,155,1,87.26,28.89,"Beta","database","baja","success"
34.39,10.49,132,1,79.88,0.66,"Gamma","api","baja","success"
38.35,17.78,157,0,90.25,3.32,"Beta","auth","critica","failed"
28.16,1.98,143,4,48.8,30.47,"Delta","core","media","success"
36.01,9.6,130,0,71.23,35.95,"Alpha","database","media","failed"
2.49,17.38,165,1,81.35,3.43,"Alpha","ui","media","success"
19.64,6.89,166,1,66.07,32.21,"Beta","core","media","success"
39.56,12.1,166,0,68.19,28.53,"Beta","core","alta","success"
29.66,9.65,157,3,64.97,0.55,"Beta","auth","critica","rolled_back"
